id,gender,articleType,usage
2627,Women,Flats,Casual
27045,Women,Clutches,Casual
13270,Women,Tops,Casual
18698,Men,Briefs,Casual
55465,Women,Lipstick,Casual
26197,Men,Perfume and Body Mist,Casual
31120,Girls,Tops,Casual
25712,Unisex,Caps,Sports
11527,Men,Tshirts,Casual
14869,Men,Wallets,Casual
40385,Women,Tops,Casual
15187,Men,Tshirts,Casual
5402,Women,Sports Shoes,Sports
44725,Women,Flip Flops,Casual
14055,Men,Shirts,Casual
20260,Men,Tshirts,Casual
7731,Men,Flip Flops,Casual
22153,Men,Sandals,Casual
43958,Men,Sandals,Casual
28469,Women,Tshirts,Casual
50573,Men,Trunk,Casual
34036,Boys,Shirts,Casual
55001,Women,Lipstick,
8779,Men,Shirts,Casual
3391,Women,Handbags,Casual
43164,Men,Watches,Casual
2243,Men,Tshirts,Sports
30496,Women,Bra,Casual
27421,Women,Lounge Pants,Casual
57756,Women,Face Wash and Cleanser,Casual
33213,Women,Tops,Casual
39729,Women,Tops,Casual
25376,Men,Innerwear Vests,Casual
11143,Men,Shirts,Casual
56684,Women,Sarees,Ethnic
4988,Women,Dresses,Casual
44341,Men,Tshirts,Casual
14431,Women,Heels,Casual
20604,Women,Handbags,Casual
52224,Women,Necklace and Chains,Casual
45293,Women,Watches,Casual
36761,Men,Watches,Casual
33021,Women,Kurtas,Ethnic
25144,Women,Handbags,Casual
11371,Men,Shirts,Casual
41401,Women,Tops,Casual
14603,Men,Socks,Casual
37481,Women,Watches,Casual
5254,Unisex,Duffel Bag,Casual
44173,Women,Perfume and Body Mist,Casual
25978,Women,Perfume and Body Mist,Casual
4386,Men,Tshirts,Casual
51693,Unisex,Sunglasses,Casual
16154,Men,Formal Shoes,Formal
22361,Men,Sports Sandals,Casual
29789,Men,Tshirts,Casual
19920,Unisex,Backpacks,Casual
7503,Men,Tshirts,Sports
46624,Men,Deodorant,Casual
34204,Men,Track Pants,Casual
17086,Women,Wallets,Casual
50741,Men,Casual Shoes,Casual
55233,Women,Foundation and Primer,Casual
13426,Men,Tshirts,Casual
43356,Women,Sports Shoes,Sports
28207,Men,Sunglasses,Casual
13846,Men,Shirts,Casual
12994,Boys,Sports Shoes,Sports
46278,Women,Tunics,Casual
16508,Men,Jeans,Casual
18492,Men,Flip Flops,Casual
19540,Men,Sweaters,Casual
7963,Men,Tshirts,Sports
8117,Men,Watches,Casual
49230,Men,Socks,Casual
39147,Women,Kurta Sets,Ethnic
36933,Women,Perfume and Body Mist,Casual
57138,Women,Trousers,Casual
20856,Men,Casual Shoes,Casual
41861,Men,Sandals,Casual
5608,Men,Sandals,Casual
58170,Women,Clutches,Casual
53598,Men,Free Gifts,Sports
15983,Men,Shirts,Casual
39375,Women,Watches,Casual
14851,Women,Wallets,Casual
59290,Men,Watches,Casual
52678,Men,Watches,Casual
20258,Men,Tshirts,Casual
47198,Men,Sandals,Casual
27841,Men,Belts,Casual
28035,Men,Briefs,Casual
31924,Women,Handbags,Casual
26993,Women,Jeans,Casual
13248,Men,Trousers,Casual
43538,Women,Tops,Casual
8325,Boys,Tshirts,Casual
31118,Girls,Tops,Casual
19772,Men,Casual Shoes,Casual
46876,Men,Socks,Casual
5862,Men,Tshirts,Casual
39711,Men,Watches,Casual
14409,Women,Heels,Casual
58726,Men,Tshirts,Casual
44379,Men,Perfume and Body Mist,Casual
11947,Men,Sandals,Casual
36759,Men,Watches,Casual
51499,Women,Jeans,Casual
29583,Women,Flats,Casual
55805,Women,Night suits,Casual
7709,Women,Jeans,Casual
28451,Women,Track Pants,Casual
43960,Men,Shirts,Formal
8741,Men,Shirts,Casual
55039,Women,Lipstick,Casual
19316,Unisex,Backpacks,Casual
27419,Women,Lounge Pants,Casual
34832,Men,Sports Shoes,Sports
23885,Men,Sports Shoes,Sports
19918,Unisex,Backpacks,Casual
22359,Men,Shirts,Casual
19124,Women,Flip Flops,Casual
16950,Men,Sunglasses,Casual
49654,Women,Skirts,Casual
48786,Women,Pendant,Casual
2049,Men,Tshirts,Sports
17882,Men,Innerwear Vests,Casual
44977,Men,Watches,Casual
33019,Women,Kurtas,Ethnic
41439,Men,Sports Shoes,Sports
39523,Unisex,Trolley Bag,Casual
52812,Men,Wallets,Casual
11349,Men,Jeans,Casual
24892,Men,Tshirts,Casual
58514,Women,Tops,Casual
33825,Women,Sports Shoes,Sports
25940,Women,Scarves,Casual
38637,Men,Tshirts,Casual
5896,Men,Casual Shoes,Casual
4944,Men,Shirts,Casual
10861,Men,Tshirts,Casual
59600,Women,Sarees,Ethnic
42846,Women,Handbags,Casual
35128,Women,Bracelet,Casual
47508,Men,Briefs,Casual
54923,Girls,Capris,Casual
43994,Women,Deodorant,Casual
17278,Men,Tshirts,Casual
31588,Men,Tshirts,Casual
49492,Men,Casual Shoes,Casual
18230,Men,Tshirts,Casual
23871,Men,Tshirts,Casual
9667,Men,Shirts,Casual
16198,Men,Tracksuits,Sports
3953,Women,Tshirts,Casual
29745,Men,Watches,Casual
28697,Women,Kurtas,Ethnic
12538,Men,Track Pants,Casual
8587,Men,Shirts,Casual
42248,Women,Tops,Casual
48772,Women,Pendant,Casual
17876,Men,Innerwear Vests,Casual
30668,Men,Sunglasses,Casual
9455,Men,Shirts,Formal
18002,Women,Capris,Sports
44983,Women,Watches,Casual
38405,Women,Belts,Casual
53934,Women,Handbags,Casual
1638,Unisex,Swimwear,Sports
25188,Women,Handbags,Casual
24866,Men,Belts,Casual
53108,Women,Earrings,Casual
21528,Women,Handbags,Casual
59432,Women,Handbags,Casual
32903,Women,Shorts,Casual
6079,Men,Tshirts,Casual
12960,Men,Sports Shoes,Sports
29321,Men,Tshirts,Sports
9031,Men,Casual Shoes,Casual
6845,Unisex,Shoe Laces,Casual
18466,Women,Perfume and Body Mist,Casual
26369,Women,Shirts,Casual
33489,Men,Shirts,Casual
59056,Women,Casual Shoes,Casual
15379,Men,Casual Shoes,Casual
45409,Women,Flats,Casual
56822,Men,Trousers,Casual
58184,Women,Handbags,Casual
40947,Boys,Tshirts,Casual
39381,Men,Jeans,Casual
15977,Men,Shirts,Casual
32769,Men,Tshirts,Casual
10439,Men,Tshirts,Casual
59264,Women,Watches,Casual
14099,Women,Tops,Casual
1852,Men,Tshirts,Casual
30802,Men,Shirts,Ethnic
51009,Women,Bra,Casual
29113,Women,Socks,Casual
7399,Men,Formal Shoes,Formal
26967,Women,Tops,Casual
27089,Women,Kurtas,Ethnic
48124,Women,Belts,Casual
9203,Men,Sports Shoes,Sports
51835,Women,Briefs,Casual
3739,Men,Caps,Sports
19786,Men,Tshirts,Casual
44948,Men,Sports Shoes,Sports
24091,Men,Tshirts,Casual
57563,Women,Lipstick,
33026,Women,Kurtas,Ethnic
41406,Women,Tshirts,Casual
11376,Women,Tops,Casual
25143,Women,Clutches,Casual
44174,Women,Fragrance Gift Set,Casual
5253,Unisex,Duffel Bag,Casual
20431,Women,Wallets,Casual
14604,Men,Socks,Casual
4381,Men,Tshirts,Casual
46623,Unisex,Backpacks,Casual
19927,Men,Sandals,Casual
7504,Women,Tshirts,Sports
22366,Men,Tshirts,Casual
3998,Men,Flip Flops,Casual
51694,Unisex,Sunglasses,Casual
16153,Men,Formal Shoes,Formal
17081,Women,Wallets,Casual
50746,Men,Formal Shoes,Formal
34203,Men,Track Pants,Casual
55234,Women,Foundation and Primer,Casual
13421,Men,Tshirts,Casual
27614,Men,Trousers,Casual
22154,Men,Formal Shoes,Formal
16361,Men,Shirts,Formal
46411,Men,Sweatshirts,Casual
7736,Men,Caps,Casual
34031,Boys,Shirts,Casual
50574,Men,Trunk,Casual
22968,Unisex,Backpacks,Casual
3396,Women,Handbags,Casual
31543,Men,Tshirts,Casual
55006,Women,Lip Gloss,
19329,Men,Casual Shoes,Casual
13613,Men,Innerwear Vests,Casual
27426,Women,Shorts,Casual
2244,Women,Tshirts,Casual
43163,Men,Watches,Casual
33214,Women,Tunics,Casual
10096,Women,Sports Shoes,Sports
11144,Men,Shirts,Casual
25371,Men,Innerwear Vests,Casual
20603,Women,Handbags,Casual
58719,Women,Kurtas,Ethnic
11978,Men,Sandals,Casual
36766,Men,Watches,Casual
45294,Women,Watches,Casual
52223,Women,Necklace and Chains,Casual
34455,Women,Heels,Formal
6280,Men,Tshirts,Casual
46075,Men,Belts,Casual
35587,Men,Sandals,Casual
7352,Men,Tshirts,Casual
27042,Women,Clutches,Casual
2620,Men,Tshirts,Sports
43507,Men,Tshirts,Casual
28836,Women,Kurtas,Ethnic
31127,Girls,Dresses,Casual
26190,Men,Perfume and Body Mist,Casual
55462,Women,Lipstick,Casual
11520,Women,Jeans,Casual
25715,Unisex,Caps,Sports
41250,Men,Belts,Formal
40382,Women,Tops,Casual
38298,Men,Wallets,Casual
57335,Women,Bra,Casual
52647,Women,Handbags,Casual
20267,Women,Heels,Casual
14052,Men,Shirts,Casual
53795,Men,Tshirts,Casual
44722,Women,Flip Flops,Casual
5405,Men,Sports Shoes,Sports
39178,Women,Kurtas,Ethnic
32590,Women,Shorts,Casual
11712,Men,Shirts,Casual
25527,Women,Shirts,Casual
57107,Women,Tops,Casual
20869,Men,Sandals,Casual
33442,Women,Handbags,Casual
58973,Women,Perfume and Body Mist,Casual
52475,Women,Bath Robe,
39944,Men,Casual Shoes,Casual
21187,Men,Flip Flops,Casual
36130,Men,Casual Shoes,Casual
44510,Unisex,Casual Shoes,Casual
20055,Women,Mufflers,Casual
50322,Women,Kurtas,Ethnic
28238,Men,Deodorant,Casual
13879,Men,Shirts,Casual
47395,Women,Handbags,Casual
46247,Women,Tunics,Casual
7160,Women,Tunics,Casual
22702,Women,Casual Shoes,Casual
8914,Men,Sports Shoes,Sports
16537,Men,Caps,Casual
43735,Women,Bangle,Ethnic
13045,Women,Flats,Casual
27270,Women,Kurtas,Ethnic
12197,Men,Tshirts,Casual
55650,Women,Heels,Casual
31315,Women,Kurtas,Ethnic
6274,Women,Tshirts,Casual
47153,Girls,Capris,Casual
17623,Men,Track Pants,Sports
48927,Women,Ring,Casual
51036,Women,Nightdress,Casual
26958,Women,Shirts,Casual
46081,Men,Sandals,Casual
35573,Men,Flip Flops,Casual
13283,Men,Shirts,Casual
54544,Men,Sports Shoes,Sports
30001,Women,Watches,Casual
29910,Men,Watches,Casual
3706,Men,Tshirts,Casual
26164,Men,Trousers,Formal
55496,Women,Lip Gloss,Casual
56213,Women,Earrings,Casual
15948,Men,Ties,Formal
40376,Women,Tops,Casual
24633,Women,Flip Flops,Casual
10406,Women,Dresses,Casual
4523,Men,Sports Shoes,Sports
45604,Men,Formal Shoes,Formal
15174,Men,Tshirts,Casual
21341,Men,Sunglasses,Casual
53761,Men,Tshirts,Casual
37224,Women,Shirts,Casual
32564,Women,Trousers,Casual
56021,Women,Lipstick,Casual
24401,Women,Kurtas,Ethnic
10634,Men,Formal Shoes,Formal
40144,Girls,Tops,Casual
58987,Women,Deodorant,Casual
59069,Women,Bra,Casual
15346,Men,Tshirts,Casual
52481,Women,Baby Dolls,Casual
21173,Women,Shirts,Casual
4711,Unisex,Watches,Sports
40978,Boys,Tshirts,Casual
14294,Men,Tshirts,Casual
17411,Men,Sports Shoes,Sports
9832,Women,Tshirts,Casual
23624,Girls,Tops,Casual
6046,Men,Shirts,Casual
34693,Girls,Shorts,Casual
47361,Women,Handbags,Casual
7194,Women,Tops,Casual
51204,Women,Bra,Casual
30233,Men,Casual Shoes,Casual
48329,Women,Handbags,Casual
18459,Men,Deodorant,Casual
27284,Women,Kurtas,Ethnic
12163,Women,Leggings,Ethnic
42613,Women,Jewellery Set,Casual
3534,Women,Tshirts,Casual
24065,Men,Shirts,Casual
10250,Women,Handbags,Casual
57597,Women,Lipstick,Casual
40520,Men,Watches,Casual
1607,Men,Track Pants,Sports
11382,Women,Tshirts,Casual
44180,Women,Perfume and Body Mist,Casual
37472,Men,Watches,Casual
53137,Women,Flats,Casual
15722,Men,Sports Shoes,Sports
4375,Men,Tshirts,Casual
35325,Women,Earrings,Ethnic
22392,Women,Tops,Casual
51660,Men,Watches,Casual
17075,Women,Belts,Casual
23240,Women,Kurtas,Ethnic
6422,Unisex,Casual Shoes,Casual
18801,Men,Belts,Casual
26732,Women,Deodorant,Casual
12507,Men,Casual Shoes,Casual
31785,Women,Tops,Casual
3150,Men,Sports Shoes,Sports
17849,Women,Tshirts,Casual
29548,Men,Tshirts,Casual
42879,Women,Clutches,Casual
16395,Men,Shirts,Casual
51452,Women,Tops,Casual
6610,Men,Tshirts,Casual
47537,Women,Flats,Casual
17247,Men,Tshirts,Casual
23072,Men,Trousers,Formal
42045,Men,Casual Shoes,Casual
3362,Men,Tshirts,Casual
12735,Unisex,Caps,Sports
54120,Women,Flats,Casual
30465,Women,Bra,Casual
9658,Men,Shirts,Casual
43197,Women,Watches,Casual
38608,Men,Tshirts,Casual
24257,Men,Casual Shoes,Casual
10062,Men,Tshirts,Casual
56677,Men,Watches,Casual
25385,Men,Briefs,Casual
32332,Men,Watches,Casual
5095,Men,Tshirts,Casual
37640,Women,Clutches,Casual
4147,Women,Sports Shoes,Sports
36792,Men,Watches,Casual
45260,Men,Watches,Casual
15510,Men,Casual Shoes,Casual
21725,Men,Sweatshirts,Casual
34038,Boys,Shirts,Casual
43956,Women,Sports Sandals,Casual
28467,Women,Tshirts,Casual
16368,Men,Trousers,Formal
42884,Women,Clutches,Casual
55833,Women,Highlighter and Blush,Casual
46418,Men,Watches,Casual
48582,Men,Bracelet,Casual
30498,Women,Bra,Casual
8777,Men,Shirts,Casual
19320,Unisex,Backpacks,Casual
25378,Men,Innerwear Vests,Casual
4986,Men,Tshirts,Sports
39727,Women,Shirts,Formal
57758,Women,Face Wash and Cleanser,
5854,Women,Handbags,Casual
11971,Men,Sports Shoes,Sports
5068,Men,Watches,Casual
39515,Unisex,Laptop Bag,Casual
45893,Men,Watches,Casual
44941,Men,Formal Shoes,Formal
24098,Men,Sandals,Casual
4388,Men,Tshirts,Casual
58522,Unisex,Travel Accessory,Casual
28655,Men,Sports Shoes,Sports
2843,Men,Tshirts,Casual
17088,Women,Wallets,Casual
3991,Men,Tshirts,Casual
29787,Men,Tshirts,Casual
9497,Men,Sandals,Casual
13428,Men,Tshirts,Casual
19112,Men,Tshirts,Casual
16966,Men,Sports Shoes,Sports
49662,Women,Sunglasses,Casual
20860,Women,Sunglasses,Casual
32599,Women,Tops,Casual
39171,Women,Kurtas,Ethnic
36905,Men,Watches,Casual
57932,Men,Tshirts,Casual
58146,Unisex,Backpacks,Casual
40985,Boys,Tshirts,Casual
41857,Men,Sandals,Casual
59094,Women,Bra,Casual
36139,Men,Sports Shoes,Sports
7169,Men,Shirts,Casual
28231,Men,Deodorant,Casual
13870,Men,Shirts,Casual
19576,Women,Tops,Casual
7955,Men,Tshirts,Sports
8121,Men,Belts,Casual
27279,Women,Kurtas,Ethnic
6887,Women,Jackets,Casual
31912,Women,Handbags,Casual
49808,Women,Flip Flops,Casual
22539,Women,Heels,Casual
27877,Women,Shirts,Casual
6289,Men,Tshirts,Casual
28003,Men,Briefs,Casual
8313,Women,Handbags,Casual
49034,Women,Ring,Casual
19744,Men,Jackets,Casual
26199,Men,Perfume and Body Mist,Casual
47992,Women,Watches,Casual
18696,Men,Briefs,Casual
2629,Women,Flats,Casual
14867,Men,Wallets,Casual
38291,Men,Wallets,Casual
11529,Men,Sweaters,Casual
41259,Men,Wallets,Casual
1890,Men,Tshirts,Casual
15189,Men,Tshirts,Casual
24408,Men,Sports Shoes,Sports
20894,Men,Casual Shoes,Casual
21946,Women,Handbags,Casual
39185,Women,Kurtas,Ethnic
56028,Women,Lipstick,Casual
40971,Men,Casual Shoes,Casual
52488,Women,Camisoles,Casual
59060,Women,Kurtas,Ethnic
4718,Girls,Tshirts,Casual
56814,Women,Kurtis,Ethnic
12956,Men,Sports Shoes,Sports
29317,Unisex,Backpacks,Casual
17418,Men,Watches,Casual
47368,Women,Handbags,Casual
13884,Men,Shirts,Casual
19582,Men,Tshirts,Casual
48320,Women,Bracelet,Casual
9007,Women,Handbags,Casual
6873,Women,Dresses,Casual
18450,Women,Perfume and Body Mist,Casual
29125,Women,Sunglasses,Casual
26951,Women,Tshirts,Casual
27883,Women,Tshirts,Casual
30834,Women,Kurtas,Ethnic
29919,Men,Watches,Casual
42428,Women,Kurtas,Ethnic
12358,Men,Shirts,Formal
48112,Women,Belts,Casual
9235,Men,Shirts,Formal
14893,Women,Travel Accessory,Casual
15941,Men,Belts,Casual
53768,Men,Tshirts,Casual
21348,Men,Sunglasses,Casual
59252,Men,Watches,Casual
6619,Men,Sports Shoes,Sports
54915,Men,Tshirts,Casual
50589,Men,Briefs,Casual
42870,Women,Handbags,Casual
18206,Men,Caps,Casual
54129,Women,Heels,Casual
23847,Men,Sports Shoes,Sports
48576,Men,Bracelet,Casual
9651,Men,Shirts,Casual
8783,Men,Shirts,Casual
4972,Men,Shirts,Casual
38601,Men,Tshirts,Casual
45269,Men,Watches,Casual
11985,Men,Sports Shoes,Sports
59636,Women,Sarees,Ethnic
15519,Men,Flip Flops,Casual
10857,Men,Tshirts,Casual
10259,Men,Trousers,Formal
53902,Women,Handbags,Casual
38433,Women,Mobile Pouch,Casual
40529,Women,Watches,Casual
59404,Women,Tops,Casual
25982,Women,Perfume and Body Mist,Casual
44189,Women,Flip Flops,Casual
24850,Men,Belts,Formal
23249,Men,Formal Shoes,Formal
18808,Men,Belts,Casual
51669,Men,Sunglasses,Casual
3965,Women,Tops,Casual
29773,Men,Shirts,Casual
48744,Men,Bangle,Casual
17840,Men,Sports Shoes,Sports
9463,Men,Shirts,Formal
18034,Women,Handbags,Casual
16992,Women,Belts,Casual
3159,Men,Sports Shoes,Sports
49696,Men,Ties,Formal
14858,Women,Wallets,Casual
33646,Men,Sandals,Casual
57303,Women,Heels,Casual
11516,Women,Heels,Casual
41266,Men,Wallets,Casual
20251,Men,Tshirts,Casual
14064,Men,Tshirts,Casual
44714,Men,Flip Flops,Casual
5433,Men,Tshirts,Casual
52671,Men,Watches,Casual
59299,Men,Shirts,Casual
49837,Women,Flip Flops,Casual
16733,Men,Flip Flops,Casual
7364,Men,Casual Shoes,Casual
34463,Unisex,Backpacks,Casual
47191,Men,Formal Shoes,Formal
27848,Women,Tshirts,Casual
31111,Boys,Jeans,Casual
55454,Women,Lipstick,Casual
12393,Men,Socks,Formal
13241,Men,Jackets,Casual
54586,Women,Kurtas,Ethnic
27074,Women,Flats,Casual
2616,Women,Flats,Sports
43531,Women,Tops,Casual
46271,Women,Dresses,Casual
35783,Women,Heels,Casual
7156,Men,Shirts,Casual
22734,Women,Sports Shoes,Sports
8922,Men,Belts,Casual
16501,Men,Tshirts,Casual
50314,Men,Ties,Formal
34651,Women,Sports Shoes,Sports
6084,Men,Tshirts,Casual
19549,Men,Sweatshirts,Casual
49239,Men,Caps,Casual
31323,Women,Kurtas,Ethnic
43703,Women,Jewellery Set,Casual
13073,Men,Casual Shoes,Casual
57131,Women,Tops,Casual
40186,Women,Kurtis,Ethnic
58945,Women,Perfume and Body Mist,Casual
33474,Women,Belts,Casual
59897,Women,Dresses,Casual
11724,Women,Shirts,Casual
5601,Men,Flip Flops,Casual
