id,articleType,usage
6084,Tshirts,Casual
34235,Tshirts,Casual
7532,Tshirts,Sports
22350,Shirts,Casual
2040,Tshirts,Casual
13417,Shirts,Casual
27622,Trousers,Casual
3192,Tshirts,Casual
11340,Jeans,Casual
36562,Tshirts,Casual
11172,Sweaters,Casual
41602,Shirts,Casual
17285,Tshirts,Casual
16357,Shirts,Formal
2272,Tshirts,Sports
8748,Shirts,Casual
16191,Tshirts,Casual
24053,Tshirts,Casual
17271,Tshirts,Casual
30453,Jeans,Casual
31581,Tshirts,Casual
3354,Tshirts,Casual
10430,Shirts,Casual
39388,Jeans,Casual
14090,Tshirts,Casual
37212,Shirts,Casual
3730,Tshirts,Sports
26152,Trousers,Formal
12367,Shirts,Formal
9804,Shirts,Formal
10602,Tshirts,Sports
29774,Shirts,Casual
9464,Shirts,Formal
17249,Tshirts,Casual
29546,Tshirts,Casual
9656,Shirts,Casual
4975,Tshirts,Casual
38606,Tshirts,Casual
10850,Tshirts,Casual
3708,Tshirts,Casual
1863,Tshirts,Casual
15348,Tshirts,Casual
12951,Shirts,Casual
6048,Shirts,Casual
13883,Shirts,Casual
8314,Shirts,Casual
39344,Tshirts,Casual
1897,Tshirts,Sports
25529,Shirts,Casual
16539,Shirts,Casual
13877,Shirts,Casual
19571,Tshirts,Casual
12199,Tshirts,Casual
7952,Tshirts,Sports
11378,Shirts,Formal
2844,Tshirts,Casual
29780,Trousers,Casual
22368,Tshirts,Casual
19115,Tshirts,Casual
23088,Trousers,Casual
44348,Shirts,Casual
33487,Shirts,Casual
10437,Shirts,Casual
32767,Shirts,Formal
37215,Shirts,Casual
14097,Tshirts,Casual
15145,Shirts,Casual
6245,Tshirts,Casual
19788,Tshirts,Casual
12360,Shirts,Formal
26155,Trousers,Formal
24266,Tshirts,Casual
38639,Tshirts,Casual
17276,Tshirts,Casual
47506,Innerwear Vests,Casual
9669,Shirts,Casual
31586,Tshirts,Casual
3353,Tshirts,Casual
17878,Innerwear Vests,Casual
8589,Shirts,Casual
10261,Trousers,Formal
24054,Tshirts,Casual
41605,Shirts,Casual
11175,Sweaters,Casual
17282,Tshirts,Casual
16350,Shirts,Formal
2275,Tshirts,Sports
34232,Tshirts,Casual
22357,Shirts,Casual
7535,Tshirts,Sports
27625,Shorts,Casual
13410,Shirts,Casual
2047,Tshirts,Sports
11347,Jeans,Casual
16506,Jeans,Casual
13848,Tshirts,Casual
5434,Tshirts,Sports
14063,Tshirts,Casual
20256,Tshirts,Casual
28807,Shirts,Casual
13246,Jeans,Casual
3763,Tshirts,Casual
26101,Shirts,Formal
9259,Shirts,Formal
16794,Shirts,Casual
5494,Tshirts,Casual
45661,Innerwear Vests,Casual
15111,Trousers,Formal
10463,Tshirts,Casual
44581,Jeans,Casual
32501,Shirts,Casual
11783,Tshirts,Casual
9857,Tshirts,Casual
6023,Tshirts,Casual
32959,Tshirts,Casual
52080,Tshirts,Casual
53152,Shirts,Formal
14695,Trousers,Casual
30632,Tshirts,Sports
33285,Tshirts,Casual
21586,Jeans,Casual
52074,Tshirts,Casual
14661,Shirts,Casual
28639,Tshirts,Sports
7561,Tshirts,Sports
15581,Tshirts,Casual
20666,Tshirts,Casual
5838,Tshirts,Casual
31142,Shirts,Formal
28853,Tshirts,Casual
14037,Shirts,Casual
20030,Shirts,Casual
11777,Tshirts,Casual
7939,Tshirts,Sports
27215,Shorts,Casual
16552,Tshirts,Casual
39780,Shirts,Casual
9602,Shirts,Casual
3338,Tshirts,Sports
35971,Tshirts,Casual
54946,Tshirts,Casual
23028,Shirts,Formal
51408,Shirts,Casual
7798,Tshirts,Casual
8186,Shirts,Casual
48373,Shirts,Casual
9868,Tshirts,Casual
56847,Jeans,Casual
15912,Shirts,Formal
18631,Tshirts,Casual
9266,Shirts,Casual
7906,Tshirts,Casual
19525,Sweaters,Casual
48387,Jeans,Casual
14008,Tshirts,Casual
19717,Shirts,Casual
58743,Tshirts,Casual
8724,Shirts,Casual
5209,Tshirts,Casual
58571,Shorts,Casual
44912,Track Pants,Casual
4787,Shorts,Sports
11770,Tshirts,Casual
27212,Shirts,Casual
16555,Tshirts,Casual
28854,Tshirts,Casual
10490,Shirts,Casual
6686,Tshirts,Casual
16303,Shirts,Casual
52073,Tshirts,Casual
14666,Shirts,Casual
5231,Tshirts,Casual
32196,Kurtas,Ethnic
2014,Tshirts,Sports
7566,Tshirts,Sports
12757,Tshirts,Casual
51430,Shirts,Casual
4125,Tshirts,Sports
30635,Tshirts,Casual
3132,Tshirts,Casual
44586,Jeans,Casual
22794,Tshirts,Casual
26106,Shirts,Formal
3764,Tshirts,Casual
18609,Tshirts,Casual
16793,Shirts,Casual
6216,Tshirts,Casual
5493,Tshirts,Casual
15116,Trousers,Formal
4541,Tshirts,Casual
10464,Tshirts,Casual
27649,Tshirts,Casual
16932,Tshirts,Casual
7559,Tshirts,Sports
14659,Trousers,Casual
44915,Tshirts,Casual
58744,Tshirts,Casual
39773,Shirts,Casual
11119,Shirts,Formal
5800,Tshirts,Casual
33249,Shirts,Formal
8723,Shirts,Casual
5458,Track Pants,Sports
34408,Tshirts,Casual
7901,Tshirts,Casual
19522,Sweaters,Casual
48380,Trousers,Casual
8949,Trousers,Formal
20008,Tshirts,Casual
15129,Trousers,Casual
45659,Innerwear Vests,Casual
15915,Shirts,Formal
26139,Trousers,Formal
51857,Shirts,Casual
9261,Shirts,Formal
18636,Tshirts,Sports
6229,Tshirts,Casual
8181,Shirts,Casual
48374,Shirts,Casual
29343,Tshirts,Casual
10669,Tshirts,Casual
10803,Shirts,Casual
9605,Shirts,Casual
19380,Boxers,Casual
33240,Shirts,Formal
41660,Shirts,Formal
11110,Shirts,Formal
12795,Tshirts,Casual
2210,Tshirts,Sports
16335,Shirts,Formal
50520,Innerwear Vests,Casual
26792,Shirts,Formal
22332,Tshirts,Casual
7550,Tshirts,Sports
6482,Tshirts,Casual
14650,Tshirts,Casual
33072,Tshirts,Casual
30293,Tshirts,Casual
7908,Tshirts,Casual
9892,Trousers,Formal
8940,Shirts,Casual
7134,Track Pants,Casual
36164,Tshirts,Casual
20001,Tshirts,Casual
11746,Tshirts,Casual
5451,Shorts,Sports
14006,Tshirts,Sports
24693,Tshirts,Casual
2674,Tshirts,Casual
13223,Shorts,Casual
19719,Shirts,Casual
34401,Tshirts,Casual
8188,Shirts,Casual
6012,Shirts,Casual
9866,Tshirts,Casual
23670,Tshirts,Casual
56849,Jeans,Casual
4745,Tshirts,Sports
15120,Trousers,Formal
10452,Tshirts,Casual
9268,Shirts,Casual
2680,Tshirts,Casual
12305,Shirts,Formal
3752,Tshirts,Casual
6220,Tshirts,Casual
22590,Shorts,Sports
41694,Lounge Pants,Casual
19389,Tshirts,Casual
3336,Tshirts,Sports
7796,Tshirts,Casual
51406,Shirts,Casual
3104,Tshirts,Casual
18855,Tshirts,Casual
6476,Tshirts,Casual
14039,Shirts,Casual
39113,Tshirts,Casual
2479,Tshirts,Casual
7937,Tshirts,Sports
13812,Sweaters,Casual
21588,Tshirts,Casual
44923,Jeans,Casual
19170,Tshirts,Casual
20668,Tshirts,Casual
5836,Tshirts,Casual
15749,Trousers,Casual
19184,Shirts,Casual
29711,Shirts,Formal
9633,Shirts,Formal
10835,Tshirts,Casual
10009,Tshirts,Sports
43598,Tshirts,Casual
9257,Shirts,Formal
29147,Tshirts,Casual
21118,Shirts,Casual
9065,Shirts,Formal
9859,Tshirts,Casual
12934,Tshirts,Casual
3103,Tshirts,Casual
30604,Track Pants,Casual
13486,Shirts,Casual
19980,Tshirts,Casual
18852,Tshirts,Casual
24036,Tshirts,Casual
33081,Tshirts,Casual
10031,Tshirts,Sports
24204,Jeans,Casual
41693,Lounge Pants,Casual
12766,Tshirts,Casual
51401,Shirts,Casual
7791,Tshirts,Casual
15127,Trousers,Casual
10455,Tshirts,Casual
18638,Tshirts,Sports
3755,Tshirts,Casual
6227,Tshirts,Casual
22597,Tshirts,Sports
26305,Tshirts,Casual
6015,Shirts,Casual
21120,Sweaters,Casual
14001,Tshirts,Sports
5456,Shorts,Sports
24694,Tshirts,Casual
28865,Tshirts,Casual
34406,Tshirts,Casual
30294,Tshirts,Casual
7133,Track Pants,Casual
8947,Trousers,Casual
5664,Tshirts,Casual
11741,Tshirts,Casual
19148,Tshirts,Casual
26795,Shirts,Formal
2025,Tshirts,Sports
7557,Shorts,Sports
6485,Tshirts,Casual
34250,Shorts,Sports
14657,Trousers,Casual
33075,Tshirts,Casual
44315,Trousers,Casual
33247,Shirts,Formal
11117,Shirts,Formal
12792,Tshirts,Sports
16332,Shirts,Formal
44588,Shirts,Casual
9062,Shirts,Formal
23648,Tshirts,Casual
12933,Tshirts,Casual
9250,Shirts,Formal
15118,Trousers,Formal
35947,Shirts,Casual
9634,Shirts,Formal
10832,Tshirts,Casual
19183,Shirts,Casual
9406,Tshirts,Casual
50518,Innerwear Vests,Casual
15588,Shirts,Casual
5831,Tshirts,Sports
11128,Track Pants,Sports
14668,Shirts,Casual
44924,Jeans,Casual
32198,Kurtas,Ethnic
19177,Shirts,Casual
7568,Tshirts,Sports
28630,Track Pants,Sports
4789,Tshirts,Sports
7930,Tshirts,Casual
13815,Tshirts,Casual
19721,Shirts,Casual
7953,Tshirts,Casual
12198,Tshirts,Casual
19570,Tshirts,Casual
16538,Shirts,Casual
8315,Tshirts,Casual
58372,Tshirts,Casual
39345,Tshirts,Casual
23089,Trousers,Casual
33815,Trousers,Formal
19114,Tshirts,Casual
2845,Tshirts,Casual
22369,Trousers,Casual
29781,Trousers,Casual
9657,Shirts,Casual
17248,Tshirts,Casual
28495,Track Pants,Sports
29547,Tshirts,Casual
10851,Tshirts,Casual
4974,Shirts,Casual
38607,Tshirts,Casual
1608,Track Pants,Sports
9465,Shirts,Formal
19584,Tshirts,Casual
12950,Shirts,Casual
13882,Shirts,Casual
6049,Tshirts,Casual
3709,Tshirts,Casual
9233,Shirts,Formal
1862,Tshirts,Casual
10409,Tshirts,Casual
32759,Shirts,Casual
2046,Tshirts,Casual
27624,Shorts,Casual
13411,Shirts,Casual
34233,Tshirts,Casual
7534,Tshirts,Sports
22356,Shirts,Casual
11346,Jeans,Casual
11174,Sweaters,Casual
2274,Tshirts,Sports
17283,Tshirts,Casual
16351,Shirts,Formal
14062,Tshirts,Casual
20257,Tshirts,Casual
5435,Tshirts,Sports
21385,Track Pants,Casual
13247,Jeans,Casual
28806,Shirts,Casual
16507,Jeans,Casual
6082,Tshirts,Casual
13849,Shirts,Casual
11722,Shirts,Casual
14096,Tshirts,Casual
15144,Shirts,Casual
10436,Tshirts,Casual
32766,Shirts,Formal
12361,Shirts,Formal
19789,Tshirts,Casual
26154,Trousers,Formal
6076,Tshirts,Casual
17879,Innerwear Vests,Casual
12537,Track Pants,Casual
8588,Shirts,Casual
16197,Tshirts,Casual
36590,Shirts,Casual
10260,Trousers,Formal
24055,Tshirts,Casual
38638,Tshirts,Casual
24267,Shirts,Casual
3352,Tshirts,Casual
31587,Tshirts,Casual
47507,Innerwear Vests,Casual
23042,Trousers,Formal
17277,Tshirts,Casual
1865,Tshirts,Casual
58381,Tshirts,Casual
19583,Tshirts,Casual
13885,Shirts,Casual
10258,Trousers,Formal
9462,Shirts,Formal
29772,Shirts,Casual
9650,Shirts,Casual
26508,Trousers,Casual
8782,Shirts,Casual
22994,Lounge Pants,Sports
6618,Shirts,Casual
10856,Tshirts,Casual
4973,Shirts,Casual
38600,Tshirts,Casual
4389,Tshirts,Casual
13429,Tshirts,Casual
19113,Tshirts,Casual
2842,Tshirts,Casual
3990,Tshirts,Casual
29786,Tshirts,Casual
8776,Shirts,Casual
16369,Trousers,Formal
11970,Tshirts,Casual
25379,Innerwear Vests,Casual
19745,Tshirts,Casual
58375,Tshirts,Casual
1891,Tshirts,Casual
57933,Tshirts,Casual
7954,Tshirts,Sports
7168,Shirts,Casual
13871,Shirts,Casual
15527,Tshirts,Casual
10869,Tshirts,Casual
53332,Boxers,Casual
2287,Tshirts,Casual
18238,Tshirts,Casual
3355,Tshirts,Casual
31580,Tshirts,Casual
17270,Tshirts,Casual
24052,Tshirts,Casual
9805,Shirts,Formal
21376,Tshirts,Casual
10431,Shirts,Casual
26153,Trousers,Formal
3731,Tshirts,Sports
6243,Tshirts,Casual
11725,Tshirts,Casual
5432,Tshirts,Casual
20250,Tshirts,Casual
14065,Tshirts,Casual
59298,Shirts,Casual
21382,Shorts,Casual
2617,Tshirts,Sports
44371,Tshirts,Casual
41603,Shirts,Casual
11173,Sweaters,Casual
2273,Tshirts,Sports
13624,Lounge Shorts,Casual
31574,Tshirts,Casual
8749,Shirts,Casual
17284,Tshirts,Casual
13416,Shirts,Casual
27623,Shorts,Casual
2041,Tshirts,Sports
3193,Tshirts,Casual
34234,Tshirts,Casual
22351,Shirts,Casual
7533,Shorts,Sports
36563,Tshirts,Casual
11341,Jeans,Casual
8586,Shirts,Casual
18003,Tshirts,Sports
9454,Shirts,Formal
17877,Innerwear Vests,Casual
16199,Tshirts,Casual
24269,Tshirts,Casual
38636,Tshirts,Casual
4945,Tshirts,Casual
31589,Tshirts,Casual
23870,Track Pants,Casual
9666,Shirts,Casual
18231,Tshirts,Casual
17279,Tshirts,Casual
1853,Tshirts,Casual
14098,Tshirts,Casual
15976,Shirts,Casual
32768,Tshirts,Casual
39380,Jeans,Casual
10438,Jeans,Casual
19787,Tshirts,Casual
3738,Tshirts,Sports
30803,Shirts,Ethnic
7996,Tshirts,Sports
29320,Tshirts,Sports
33488,Shirts,Casual
20259,Tshirts,Casual
15982,Shirts,Casual
28808,Shirts,Casual
13249,Trousers,Casual
7962,Tshirts,Sports
16509,Jeans,Casual
17883,Innerwear Vests,Casual
2048,Tshirts,Sports
22358,Shirts,Casual
11348,Jeans,Casual
5863,Tshirts,Casual
8740,Shirts,Casual
9692,Tshirts,Casual
15347,Tshirts,Sports
14295,Tshirts,Casual
3535,Tshirts,Casual
12350,Shirts,Formal
3707,Tshirts,Casual
53760,Tshirts,Casual
10407,Shirts,Formal
9659,Shirts,Casual
16394,Shirts,Casual
17246,Tshirts,Casual
23073,Trousers,Formal
6611,Shirts,Casual
5094,Tshirts,Casual
10063,Tshirts,Casual
38609,Tshirts,Casual
24858,Shirts,Formal
4374,Tshirts,Casual
46410,Tshirts,Casual
16360,Shirts,Formal
11145,Shirts,Casual
25370,Innerwear Vests,Casual
4380,Tshirts,Casual
11377,Shirts,Formal
13420,Tshirts,Casual
22367,Tshirts,Casual
7505,Tshirts,Sports
34202,Track Pants,Casual
12196,Tshirts,Casual
13878,Shirts,Casual
2621,Tshirts,Sports
43506,Tshirts,Casual
7353,Tshirts,Casual
16704,Tshirts,Casual
36303,Tshirts,Casual
14053,Shirts,Casual
53794,Tshirts,Casual
11521,Tshirts,Casual
58720,Tshirts,Casual
9695,Tshirts,Casual
16358,Shirts,Formal
13418,Shirts,Casual
7965,Tshirts,Sports
59296,Shirts,Casual
15985,Shirts,Casual
2619,Tshirts,Sports
13088,Tshirts,Sports
37813,Shirts,Casual
1854,Tshirts,Casual
39387,Jeans,Casual
15971,Shirts,Casual
12368,Shirts,Formal
30804,Shirts,Ethnic
10867,Tshirts,Casual
15529,Tshirts,Casual
5890,Tshirts,Casual
4942,Tshirts,Casual
18236,Tshirts,Casual
9661,Shirts,Casual
54925,Shorts,Casual
9453,Shirts,Formal
18004,Tshirts,Sports
43501,Tshirts,Casual
6286,Tshirts,Casual
36304,Tshirts,Casual
14054,Shirts,Casual
53793,Tshirts,Casual
20261,Tshirts,Casual
25521,Innerwear Vests,Casual
12191,Shirts,Casual
7166,Shirts,Casual
4387,Tshirts,Casual
9498,Shirts,Formal
13427,Tshirts,Casual
29788,Tshirts,Casual
22360,Shirts,Casual
34205,Track Pants,Sports
31545,Tshirts,Casual
8778,Shirts,Casual
13615,Innerwear Vests,Casual
2242,Tshirts,Casual
16367,Shirts,Formal
4373,Tshirts,Casual
10256,Shirts,Casual
11384,Shirts,Casual
12501,Tshirts,Casual
30651,Track Pants,Sports
3364,Tshirts,Casual
16393,Shirts,Casual
6616,Shirts,Casual
17241,Tshirts,Casual
53303,Tshirts,Casual
10858,Tshirts,Casual
5093,Tshirts,Casual
10064,Tshirts,Casual
25383,Innerwear Vests,Casual
13285,Shorts,Casual
12357,Shirts,Formal
26162,Trousers,Formal
6272,Tshirts,Casual
17625,Track Pants,Sports
15172,Tshirts,Casual
53767,Tshirts,Casual
20295,Tshirts,Casual
53555,Boxers,Casual
6040,Tshirts,Casual
9894,Trousers,Formal
8946,Trousers,Casual
30295,Tshirts,Casual
11740,Tshirts,Casual
10692,Tshirts,Casual
20007,Tshirts,Casual
5457,Track Pants,Sports
7300,Tshirts,Casual
33246,Shirts,Formal
41666,Shirts,Formal
11116,Shirts,Formal
7764,Tshirts,Casual
16333,Shirts,Formal
22334,Tshirts,Casual
19975,Tshirts,Casual
7556,Tshirts,Sports
34251,Shorts,Sports
6484,Tshirts,Casual
19149,Tshirts,Casual
26794,Shirts,Formal
27646,Tshirts,Casual
2024,Tshirts,Casual
33074,Tshirts,Casual
11324,Trousers,Smart Casual
14656,Tshirts,Casual
5201,Tshirts,Casual
39788,Shirts,Formal
7790,Tshirts,Casual
51400,Shirts,Formal
3330,Tshirts,Sports
19981,Tshirts,Casual
3102,Tshirts,Casual
13487,Shirts,Casual
30605,Track Pants,Casual
33080,Tshirts,Casual
24037,Tshirts,Casual
6014,Shirts,Casual
9860,Tshirts,Casual
21121,Shirts,Casual
10454,Tshirts,Casual
6226,Tshirts,Casual
22596,Tshirts,Sports
18639,Tshirts,Sports
12303,Shirts,Formal
26136,Trousers,Formal
31181,Tshirts,Casual
3754,Tshirts,Casual
44925,Trousers,Casual
32199,Kurtas,Ethnic
14669,Shirts,Casual
7569,Tshirts,Sports
28631,Track Pants,Sports
16902,Tshirts,Casual
19176,Shirts,Casual
50519,Innerwear Vests,Casual
22905,Trousers,Formal
2229,Tshirts,Sports
5830,Tshirts,Casual
11129,Track Pants,Sports
50941,Innerwear Vests,Casual
30098,Jeans,Casual
19720,Shirts,Casual
4788,Tshirts,Sports
13814,Tshirts,Casual
7931,Track Pants,Sports
6219,Tshirts,Casual
9251,Shirts,Formal
15119,Trousers,Formal
59838,Shirts,Casual
23649,Tshirts,Casual
12932,Tshirts,Casual
9063,Shirts,Formal
4318,Tshirts,Casual
19182,Shirts,Casual
12758,Jeans,Casual
9635,Shirts,Formal
10833,Tshirts,Casual
10453,Tshirts,Casual
15121,Trousers,Formal
2681,Tshirts,Casual
9269,Shirts,Casual
3753,Tshirts,Casual
12304,Shirts,Formal
9867,Tshirts,Casual
23671,Tshirts,Casual
6013,Shirts,Casual
26303,Tshirts,Casual
8189,Shirts,Casual
4744,Tshirts,Sports
18854,Tshirts,Casual
3105,Tshirts,Casual
32969,Tshirts,Casual
24202,Jeans,Casual
41695,Shorts,Casual
51407,Shirts,Formal
23027,Shirts,Formal
3337,Tshirts,Casual
19388,Tshirts,Sports
7551,Tshirts,Sports
26793,Shirts,Formal
2023,Tshirts,Sports
33073,Tshirts,Casual
11323,Jeans,Casual
14651,Tshirts,Casual
33241,Shirts,Formal
11111,Shirts,Formal
41661,Shirts,Formal
44313,Trousers,Casual
16334,Shirts,Formal
7763,Tshirts,Casual
50521,Innerwear Vests,Casual
24692,Jeans,Casual
14007,Tshirts,Casual
5450,Shorts,Sports
34400,Tshirts,Casual
13222,Shorts,Casual
2675,Tshirts,Casual
28863,Tshirts,Casual
19718,Shirts,Casual
8941,Shirts,Casual
30292,Tshirts,Casual
48388,Jeans,Casual
7909,Tshirts,Casual
31340,Jeans,Casual
5662,Tshirts,Casual
20000,Tshirts,Casual
9632,Shirts,Casual
10008,Tshirts,Sports
10834,Tshirts,Casual
15748,Trousers,Casual
19185,Shirts,Casual
21119,Sweaters,Casual
38808,Tshirts,Casual
9858,Tshirts,Casual
12935,Tshirts,Casual
9064,Shirts,Formal
9256,Shirts,Formal
51860,Shirts,Casual
1807,Tshirts,Casual
11778,Tshirts,Casual
13813,Tshirts,Casual
2478,Tshirts,Casual
19515,Sweaters,Casual
7936,Tshirts,Sports
14038,Shirts,Casual
5837,Tshirts,Casual
20669,Tshirts,Casual
44922,Shorts,Casual
24006,Shirts,Casual
14693,Trousers,Casual
18862,Tshirts,Casual
30634,Shorts,Casual
51431,Shirts,Formal
16792,Shirts,Casual
3765,Tshirts,Casual
26107,Shirts,Formal
10465,Tshirts,Casual
5492,Tshirts,Casual
4540,Tshirts,Casual
15117,Trousers,Formal
44587,Jeans,Casual
15325,Tshirts,Sports
21110,Sweaters,Casual
22795,Tshirts,Casual
23647,Tshirts,Casual
31382,Tshirts,Casual
3791,Tshirts,Casual
28855,Tshirts,Casual
11771,Tshirts,Casual
4786,Shorts,Sports
16554,Tshirts,Casual
9099,Shorts,Sports
27213,Shirts,Casual
32197,Kurtas,Ethnic
52072,Tshirts,Casual
5230,Tshirts,Casual
14667,Shirts,Casual
7567,Tshirts,Sports
2015,Tshirts,Casual
7755,Tshirts,Casual
15587,Shirts,Casual
8180,Shirts,Casual
48375,Shirts,Casual
40118,Tshirts,Casual
15914,Shirts,Formal
15128,Trousers,Formal
26138,Trousers,Formal
18637,Tshirts,Sports
9260,Shirts,Formal
39786,Shirts,Formal
10802,Shirts,Casual
9604,Shirts,Formal
13489,Tshirts,Casual
24039,Tshirts,Casual
59451,Shirts,Casual
11118,Shirts,Formal
33248,Shirts,Formal
5801,Tshirts,Casual
8722,Shirts,Casual
7558,Tshirts,Sports
27648,Tshirts,Casual
19147,Tshirts,Casual
16933,Tshirts,Casual
44914,Track Pants,Casual
14658,Trousers,Casual
58577,Tshirts,Casual
8948,Trousers,Formal
19523,Sweaters,Casual
20009,Tshirts,Casual
29184,Shirts,Casual
34409,Tshirts,Casual
19711,Shirts,Casual
7752,Tshirts,Casual
5839,Tshirts,Sports
20667,Tshirts,Casual
11312,Trousers,Casual
21587,Jeans,Casual
52075,Tshirts,Casual
14660,Shirts,Casual
2012,Tshirts,Sports
11776,Tshirts,Casual
20031,Shirts,Casual
16553,Tshirts,Casual
31371,Tshirts,Casual
7938,Tshirts,Sports
27214,Shorts,Casual
3796,Tshirts,Casual
28852,Tshirts,Casual
14036,Shirts,Casual
10650,Shirts,Casual
38806,Tshirts,Casual
44580,Jeans,Casual
21117,Shirts,Casual
22792,Tshirts,Casual
6022,Tshirts,Casual
9856,Tshirts,Casual
31385,Tshirts,Casual
3762,Tshirts,Casual
9258,Shirts,Formal
10462,Tshirts,Casual
5495,Tshirts,Casual
15110,Trousers,Formal
45660,Innerwear Vests,Casual
12751,Jeans,Casual
10006,Tshirts,Sports
33284,Tshirts,Casual
32958,Tshirts,Casual
52081,Tshirts,Casual
14694,Trousers,Casual
30633,Tshirts,Casual
14009,Tshirts,Casual
19716,Shirts,Casual
19524,Sweaters,Casual
7907,Tshirts,Casual
48386,Jeans,Casual
44913,Track Pants,Casual
58570,Tshirts,Casual
