id,articleType,usage
4389,tshirt,Casual
13429,tshirt,Casual
19113,tshirt,Casual
2842,tshirt,Casual
3990,tshirt,Casual
29786,tshirt,Casual
8776,shirt,Casual
16369,trouser,Formal
11970,tshirt,Casual
25379,tshirt,Casual
19745,tshirt,Casual
58375,tshirt,Casual
1891,tshirt,Casual
57933,tshirt,Casual
7954,tshirt,Casual
7168,shirt,Casual
13871,shirt,Casual
15527,tshirt,Casual
10869,tshirt,Casual
53332,trouser,Casual
2287,tshirt,Casual
18238,tshirt,Casual
3355,tshirt,Casual
31580,tshirt,Casual
17270,tshirt,Casual
24052,tshirt,Casual
9805,shirt,Formal
21376,tshirt,Casual
10431,shirt,Casual
26153,trouser,Formal
3731,tshirt,Casual
6243,tshirt,Casual
11725,tshirt,Casual
5432,tshirt,Casual
20250,tshirt,Casual
14065,tshirt,Casual
59298,shirt,Casual
21382,trouser,Casual
2617,tshirt,Casual
44371,tshirt,Casual
41603,shirt,Casual
11173,tshirt,Casual
2273,tshirt,Casual
13624,trouser,Casual
31574,tshirt,Casual
8749,shirt,Casual
17284,tshirt,Casual
13416,shirt,Casual
27623,trouser,Casual
2041,tshirt,Casual
3193,tshirt,Casual
34234,tshirt,Casual
22351,shirt,Casual
7533,trouser,Casual
36563,tshirt,Casual
11341,trouser,Casual
8586,shirt,Casual
18003,tshirt,Casual
9454,shirt,Formal
17877,tshirt,Casual
16199,tshirt,Casual
24269,tshirt,Casual
38636,tshirt,Casual
4945,tshirt,Casual
31589,tshirt,Casual
23870,trouser,Casual
9666,shirt,Casual
18231,tshirt,Casual
17279,tshirt,Casual
1853,tshirt,Casual
14098,tshirt,Casual
15976,shirt,Casual
32768,tshirt,Casual
39380,trouser,Casual
10438,trouser,Casual
19787,tshirt,Casual
3738,tshirt,Casual
30803,shirt,Formal
7996,tshirt,Casual
29320,tshirt,Casual
33488,shirt,Casual
20259,tshirt,Casual
15982,shirt,Casual
28808,shirt,Casual
13249,trouser,Casual
7962,tshirt,Casual
16509,trouser,Casual
17883,tshirt,Casual
2048,tshirt,Casual
22358,shirt,Casual
11348,trouser,Casual
5863,tshirt,Casual
8740,shirt,Casual
9692,tshirt,Casual
15347,tshirt,Casual
14295,tshirt,Casual
3535,tshirt,Casual
12350,shirt,Formal
3707,tshirt,Casual
53760,tshirt,Casual
10407,shirt,Formal
9659,shirt,Casual
16394,shirt,Casual
17246,tshirt,Casual
23073,trouser,Formal
6611,shirt,Casual
5094,tshirt,Casual
10063,tshirt,Casual
38609,tshirt,Casual
24858,shirt,Formal
4374,tshirt,Casual
46410,tshirt,Casual
16360,shirt,Formal
11145,shirt,Casual
25370,tshirt,Casual
4380,tshirt,Casual
11377,shirt,Formal
13420,tshirt,Casual
22367,tshirt,Casual
7505,tshirt,Casual
34202,trouser,Casual
12196,tshirt,Casual
13878,shirt,Casual
2621,tshirt,Casual
43506,tshirt,Casual
7353,tshirt,Casual
16704,tshirt,Casual
36303,tshirt,Casual
14053,shirt,Casual
53794,tshirt,Casual
11521,tshirt,Casual
58720,tshirt,Casual
9695,tshirt,Casual
16358,shirt,Formal
13418,shirt,Casual
7965,tshirt,Casual
59296,shirt,Casual
15985,shirt,Casual
2619,tshirt,Casual
13088,tshirt,Casual
37813,shirt,Casual
1854,tshirt,Casual
39387,trouser,Casual
15971,shirt,Casual
12368,shirt,Formal
30804,shirt,Formal
10867,tshirt,Casual
15529,tshirt,Casual
5890,tshirt,Casual
4942,tshirt,Casual
18236,tshirt,Casual
9661,shirt,Casual
54925,trouser,Casual
9453,shirt,Formal
18004,tshirt,Casual
43501,tshirt,Casual
6286,tshirt,Casual
36304,tshirt,Casual
14054,shirt,Casual
53793,tshirt,Casual
20261,tshirt,Casual
25521,tshirt,Casual
12191,shirt,Casual
7166,shirt,Casual
4387,tshirt,Casual
9498,shirt,Formal
13427,tshirt,Casual
29788,tshirt,Casual
22360,shirt,Casual
34205,trouser,Casual
31545,tshirt,Casual
8778,shirt,Casual
13615,tshirt,Casual
2242,tshirt,Casual
16367,shirt,Formal
4373,tshirt,Casual
10256,shirt,Casual
11384,shirt,Casual
12501,tshirt,Casual
30651,trouser,Casual
3364,tshirt,Casual
16393,shirt,Casual
6616,shirt,Casual
17241,tshirt,Casual
53303,tshirt,Casual
10858,tshirt,Casual
5093,tshirt,Casual
10064,tshirt,Casual
25383,tshirt,Casual
13285,trouser,Casual
12357,shirt,Formal
26162,trouser,Formal
6272,tshirt,Casual
17625,trouser,Casual
15172,tshirt,Casual
53767,tshirt,Casual
20295,tshirt,Casual
53555,trouser,Casual
6040,tshirt,Casual
9894,trouser,Formal
8946,trouser,Casual
30295,tshirt,Casual
11740,tshirt,Casual
10692,tshirt,Casual
20007,tshirt,Casual
5457,trouser,Casual
7300,tshirt,Casual
33246,shirt,Formal
41666,shirt,Formal
11116,shirt,Formal
7764,tshirt,Casual
16333,shirt,Formal
22334,tshirt,Casual
19975,tshirt,Casual
7556,tshirt,Casual
34251,trouser,Casual
6484,tshirt,Casual
19149,tshirt,Casual
26794,shirt,Formal
27646,tshirt,Casual
2024,tshirt,Casual
33074,tshirt,Casual
11324,trouser,Formal
14656,tshirt,Casual
5201,tshirt,Casual
39788,shirt,Formal
7790,tshirt,Casual
51400,shirt,Formal
3330,tshirt,Casual
19981,tshirt,Casual
3102,tshirt,Casual
13487,shirt,Casual
30605,trouser,Casual
33080,tshirt,Casual
24037,tshirt,Casual
6014,shirt,Casual
9860,tshirt,Casual
21121,shirt,Casual
10454,tshirt,Casual
6226,tshirt,Casual
22596,tshirt,Casual
18639,tshirt,Casual
12303,shirt,Formal
26136,trouser,Formal
31181,tshirt,Casual
3754,tshirt,Casual
44925,trouser,Casual
32199,shirt,Formal
14669,shirt,Casual
7569,tshirt,Casual
28631,trouser,Casual
16902,tshirt,Casual
19176,shirt,Casual
50519,tshirt,Casual
22905,trouser,Formal
2229,tshirt,Casual
5830,tshirt,Casual
11129,trouser,Casual
50941,tshirt,Casual
30098,trouser,Casual
19720,shirt,Casual
4788,tshirt,Casual
13814,tshirt,Casual
7931,trouser,Casual
6219,tshirt,Casual
9251,shirt,Formal
15119,trouser,Formal
59838,shirt,Casual
23649,tshirt,Casual
12932,tshirt,Casual
9063,shirt,Formal
4318,tshirt,Casual
19182,shirt,Casual
12758,trouser,Casual
9635,shirt,Formal
10833,tshirt,Casual
10453,tshirt,Casual
15121,trouser,Formal
2681,tshirt,Casual
9269,shirt,Casual
3753,tshirt,Casual
12304,shirt,Formal
9867,tshirt,Casual
23671,tshirt,Casual
6013,shirt,Casual
26303,tshirt,Casual
8189,shirt,Casual
4744,tshirt,Casual
18854,tshirt,Casual
3105,tshirt,Casual
32969,tshirt,Casual
24202,trouser,Casual
41695,trouser,Casual
51407,shirt,Formal
23027,shirt,Formal
3337,tshirt,Casual
19388,tshirt,Casual
7551,tshirt,Casual
26793,shirt,Formal
2023,tshirt,Casual
33073,tshirt,Casual
11323,trouser,Casual
14651,tshirt,Casual
33241,shirt,Formal
11111,shirt,Formal
41661,shirt,Formal
44313,trouser,Casual
16334,shirt,Formal
7763,tshirt,Casual
50521,tshirt,Casual
24692,trouser,Casual
14007,tshirt,Casual
5450,trouser,Casual
34400,tshirt,Casual
13222,trouser,Casual
2675,tshirt,Casual
28863,tshirt,Casual
19718,shirt,Casual
8941,shirt,Casual
30292,tshirt,Casual
48388,trouser,Casual
7909,tshirt,Casual
31340,trouser,Casual
5662,tshirt,Casual
20000,tshirt,Casual
9632,shirt,Casual
10008,tshirt,Casual
10834,tshirt,Casual
15748,trouser,Casual
19185,shirt,Casual
21119,tshirt,Casual
38808,tshirt,Casual
9858,tshirt,Casual
12935,tshirt,Casual
9064,shirt,Formal
9256,shirt,Formal
51860,shirt,Casual
1807,tshirt,Casual
11778,tshirt,Casual
13813,tshirt,Casual
2478,tshirt,Casual
19515,tshirt,Casual
7936,tshirt,Casual
14038,shirt,Casual
5837,tshirt,Casual
20669,tshirt,Casual
44922,trouser,Casual
24006,shirt,Casual
14693,trouser,Casual
18862,tshirt,Casual
30634,trouser,Casual
51431,shirt,Formal
16792,shirt,Casual
3765,tshirt,Casual
26107,shirt,Formal
10465,tshirt,Casual
5492,tshirt,Casual
4540,tshirt,Casual
15117,trouser,Formal
44587,trouser,Casual
15325,tshirt,Casual
21110,tshirt,Casual
22795,tshirt,Casual
23647,tshirt,Casual
31382,tshirt,Casual
3791,tshirt,Casual
28855,tshirt,Casual
11771,tshirt,Casual
4786,trouser,Casual
16554,tshirt,Casual
9099,trouser,Casual
27213,shirt,Casual
32197,shirt,Formal
52072,tshirt,Casual
5230,tshirt,Casual
14667,shirt,Casual
7567,tshirt,Casual
2015,tshirt,Casual
7755,tshirt,Casual
15587,shirt,Casual
8180,shirt,Casual
48375,shirt,Casual
40118,tshirt,Casual
15914,shirt,Formal
15128,trouser,Formal
26138,trouser,Formal
18637,tshirt,Casual
9260,shirt,Formal
39786,shirt,Formal
10802,shirt,Casual
9604,shirt,Formal
13489,tshirt,Casual
24039,tshirt,Casual
59451,shirt,Casual
11118,shirt,Formal
33248,shirt,Formal
5801,tshirt,Casual
8722,shirt,Casual
7558,tshirt,Casual
27648,tshirt,Casual
19147,tshirt,Casual
16933,tshirt,Casual
44914,trouser,Casual
14658,trouser,Casual
58577,tshirt,Casual
8948,trouser,Formal
19523,tshirt,Casual
20009,tshirt,Casual
29184,shirt,Casual
34409,tshirt,Casual
19711,shirt,Casual
7752,tshirt,Casual
5839,tshirt,Casual
20667,tshirt,Casual
11312,trouser,Casual
21587,trouser,Casual
52075,tshirt,Casual
14660,shirt,Casual
2012,tshirt,Casual
11776,tshirt,Casual
20031,shirt,Casual
16553,tshirt,Casual
31371,tshirt,Casual
7938,tshirt,Casual
27214,trouser,Casual
3796,tshirt,Casual
28852,tshirt,Casual
14036,shirt,Casual
10650,shirt,Casual
38806,tshirt,Casual
44580,trouser,Casual
21117,shirt,Casual
22792,tshirt,Casual
6022,tshirt,Casual
9856,tshirt,Casual
31385,tshirt,Casual
3762,tshirt,Casual
9258,shirt,Formal
10462,tshirt,Casual
5495,tshirt,Casual
15110,trouser,Formal
45660,tshirt,Casual
12751,trouser,Casual
10006,tshirt,Casual
33284,tshirt,Casual
32958,tshirt,Casual
52081,tshirt,Casual
14694,trouser,Casual
30633,tshirt,Casual
14009,tshirt,Casual
19716,shirt,Casual
19524,tshirt,Casual
7907,tshirt,Casual
48386,trouser,Casual
44913,trouser,Casual
58570,tshirt,Casual
5208,tshirt,Casual
39775,shirt,Casual
58742,tshirt,Casual
43904,shirt,Casual
8725,shirt,Casual
6479,tshirt,Casual
29721,shirt,Formal
17812,tshirt,Casual
32967,tshirt,Casual
39781,shirt,Formal
10805,shirt,Casual
23029,shirt,Formal
54947,tshirt,Casual
51409,shirt,Casual
9603,shirt,Casual
35970,tshirt,Casual
3339,tshirt,Casual
15913,shirt,Formal
9267,shirt,Casual
18630,tshirt,Casual
29345,tshirt,Casual
9869,tshirt,Casual
8187,shirt,Casual
48372,shirt,Casual
56846,trouser,Casual
1944,tshirt,Casual
19690,shirt,Casual
12278,shirt,Formal
18570,tshirt,Casual
17538,shirt,Formal
20188,shirt,Casual
24528,shirt,Casual
9543,tshirt,Casual
3079,tshirt,Casual
29653,shirt,Formal
3845,tshirt,Casual
44895,tshirt,Casual
37769,shirt,Casual
5980,shirt,Casual
18326,shirt,Casual
48456,tshirt,Casual
23967,tshirt,Casual
13508,tshirt,Casual
31658,shirt,Casual
24984,tshirt,Casual
44861,tshirt,Casual
5974,shirt,Casual
19200,shirt,Casual
28547,tshirt,Casual
11409,tshirt,Casual
19664,tshirt,Casual
7875,trouser,Casual
19456,tshirt,Casual
27359,tshirt,Casual
7049,shirt,Casual
40099,tshirt,Casual
18319,shirt,Casual
3274,tshirt,Casual
42153,tshirt,Casual
12623,tshirt,Casual
23164,tshirt,Casual
50496,tshirt,Casual
16283,tshirt,Casual
4051,tshirt,Casual
5183,tshirt,Casual
24341,tshirt,Casual
21401,tshirt,Casual
15634,tshirt,Casual
11294,trouser,Casual
2194,tshirt,Casual
3046,tshirt,Casual
17163,shirt,Casual
18917,shirt,Casual
38974,shirt,Formal
10722,tshirt,Casual
26240,trouser,Casual
3422,tshirt,Casual
30325,tshirt,Casual
27392,tshirt,Casual
17507,tshirt,Casual
47277,trouser,Casual
12247,shirt,Formal
26072,shirt,Formal
13395,shirt,Casual
30117,tshirt,Casual
4435,tshirt,Casual
40260,shirt,Casual
32640,tshirt,Casual
5721,tshirt,Casual
38980,shirt,Formal
20143,shirt,Casual
33554,shirt,Casual
19469,shirt,Casual
6998,tshirt,Casual
13153,tshirt,Casual
46351,shirt,Casual
16421,tshirt,Casual
8802,shirt,Casual
22614,tshirt,Casual
47283,tshirt,Casual
26086,shirt,Formal
27154,shirt,Formal
16613,trouser,Formal
27968,tshirt,Casual
5513,tshirt,Casual
44634,tshirt,Casual
41346,trouser,Casual
13705,tshirt,Casual
