id,articleType,usage
28035,Briefs,Casual
13248,Trousers,Casual
19772,Casual Shoes,Casual
46876,Socks,Casual
5862,Tshirts,Casual
39711,Watches,Casual
58726,Tshirts,Casual
44379,Perfume and Body Mist,Casual
11947,Sandals,Casual
36759,Watches,Casual
43960,Shirts,Formal
8741,Shirts,Casual
34832,Sports Shoes,Sports
23885,Sports Shoes,Sports
22359,Shirts,Casual
16950,Sunglasses,Casual
2049,Tshirts,Sports
17882,Innerwear Vests,Casual
44977,Watches,Casual
41439,Sports Shoes,Sports
52812,Wallets,Casual
11349,Jeans,Casual
24892,Tshirts,Casual
38637,Tshirts,Casual
5896,Casual Shoes,Casual
4944,Shirts,Casual
10861,Tshirts,Casual
47508,Briefs,Casual
17278,Tshirts,Casual
31588,Tshirts,Casual
49492,Casual Shoes,Casual
18230,Tshirts,Casual
23871,Tshirts,Casual
9667,Shirts,Casual
16198,Tracksuits,Sports
29745,Watches,Casual
12538,Track Pants,Casual
8587,Shirts,Casual
17876,Innerwear Vests,Casual
30668,Sunglasses,Casual
9455,Shirts,Formal
24866,Belts,Casual
6079,Tshirts,Casual
12960,Sports Shoes,Sports
29321,Tshirts,Sports
9031,Casual Shoes,Casual
33489,Shirts,Casual
15379,Casual Shoes,Casual
56822,Trousers,Casual
39381,Jeans,Casual
15977,Shirts,Casual
32769,Tshirts,Casual
10439,Tshirts,Casual
1852,Tshirts,Casual
30802,Shirts,Ethnic
7399,Formal Shoes,Formal
9203,Sports Shoes,Sports
3739,Caps,Sports
19786,Tshirts,Casual
44948,Sports Shoes,Sports
24091,Tshirts,Casual
14604,Socks,Casual
4381,Tshirts,Casual
19927,Sandals,Casual
22366,Tshirts,Casual
3998,Flip Flops,Casual
16153,Formal Shoes,Formal
50746,Formal Shoes,Formal
34203,Track Pants,Casual
13421,Tshirts,Casual
27614,Trousers,Casual
22154,Formal Shoes,Formal
16361,Shirts,Formal
46411,Sweatshirts,Casual
7736,Caps,Casual
50574,Trunk,Casual
31543,Tshirts,Casual
19329,Casual Shoes,Casual
13613,Innerwear Vests,Casual
43163,Watches,Casual
11144,Shirts,Casual
25371,Innerwear Vests,Casual
11978,Sandals,Casual
36766,Watches,Casual
6280,Tshirts,Casual
46075,Belts,Casual
35587,Sandals,Casual
7352,Tshirts,Casual
2620,Tshirts,Sports
43507,Tshirts,Casual
26190,Perfume and Body Mist,Casual
41250,Belts,Formal
38298,Wallets,Casual
14052,Shirts,Casual
53795,Tshirts,Casual
5405,Sports Shoes,Sports
11712,Shirts,Casual
20869,Sandals,Casual
39944,Casual Shoes,Casual
21187,Flip Flops,Casual
36130,Casual Shoes,Casual
28238,Deodorant,Casual
13879,Shirts,Casual
8914,Sports Shoes,Sports
16537,Caps,Casual
12197,Tshirts,Casual
17623,Track Pants,Sports
46081,Sandals,Casual
35573,Flip Flops,Casual
13283,Shirts,Casual
54544,Sports Shoes,Sports
29910,Watches,Casual
3706,Tshirts,Casual
26164,Trousers,Formal
15948,Ties,Formal
4523,Sports Shoes,Sports
45604,Formal Shoes,Formal
15174,Tshirts,Casual
21341,Sunglasses,Casual
53761,Tshirts,Casual
10634,Formal Shoes,Formal
15346,Tshirts,Casual
14294,Tshirts,Casual
17411,Sports Shoes,Sports
6046,Shirts,Casual
30233,Casual Shoes,Casual
18459,Deodorant,Casual
24065,Shirts,Casual
40520,Watches,Casual
1607,Track Pants,Sports
37472,Watches,Casual
15722,Sports Shoes,Sports
4375,Tshirts,Casual
51660,Watches,Casual
18801,Belts,Casual
12507,Casual Shoes,Casual
3150,Sports Shoes,Sports
29548,Tshirts,Casual
16395,Shirts,Casual
6610,Tshirts,Casual
17247,Tshirts,Casual
23072,Trousers,Formal
42045,Casual Shoes,Casual
3362,Tshirts,Casual
9658,Shirts,Casual
38608,Tshirts,Casual
24257,Casual Shoes,Casual
10062,Tshirts,Casual
56677,Watches,Casual
25385,Briefs,Casual
32332,Watches,Casual
5095,Tshirts,Casual
36792,Watches,Casual
45260,Watches,Casual
15510,Casual Shoes,Casual
21725,Sweatshirts,Casual
16368,Trousers,Formal
46418,Watches,Casual
48582,Bracelet,Casual
8777,Shirts,Casual
25378,Innerwear Vests,Casual
4986,Tshirts,Sports
11971,Sports Shoes,Sports
5068,Watches,Casual
45893,Watches,Casual
44941,Formal Shoes,Formal
24098,Sandals,Casual
4388,Tshirts,Casual
28655,Sports Shoes,Sports
2843,Tshirts,Casual
3991,Tshirts,Casual
29787,Tshirts,Casual
9497,Sandals,Casual
13428,Tshirts,Casual
19112,Tshirts,Casual
16966,Sports Shoes,Sports
36905,Watches,Casual
57932,Tshirts,Casual
41857,Sandals,Casual
36139,Sports Shoes,Sports
7169,Shirts,Casual
28231,Deodorant,Casual
13870,Shirts,Casual
7955,Tshirts,Sports
8121,Belts,Casual
6289,Tshirts,Casual
28003,Briefs,Casual
19744,Jackets,Casual
26199,Perfume and Body Mist,Casual
18696,Briefs,Casual
14867,Wallets,Casual
38291,Wallets,Casual
11529,Sweaters,Casual
41259,Wallets,Casual
1890,Tshirts,Casual
15189,Tshirts,Casual
24408,Sports Shoes,Sports
20894,Casual Shoes,Casual
40971,Casual Shoes,Casual
12956,Sports Shoes,Sports
17418,Watches,Casual
13884,Shirts,Casual
19582,Tshirts,Casual
29919,Watches,Casual
12358,Shirts,Formal
9235,Shirts,Formal
15941,Belts,Casual
53768,Tshirts,Casual
21348,Sunglasses,Casual
59252,Watches,Casual
6619,Sports Shoes,Sports
54915,Tshirts,Casual
50589,Briefs,Casual
18206,Caps,Casual
23847,Sports Shoes,Sports
48576,Bracelet,Casual
9651,Shirts,Casual
8783,Shirts,Casual
4972,Shirts,Casual
38601,Tshirts,Casual
45269,Watches,Casual
11985,Sports Shoes,Sports
15519,Flip Flops,Casual
10857,Tshirts,Casual
10259,Trousers,Formal
24850,Belts,Formal
23249,Formal Shoes,Formal
18808,Belts,Casual
51669,Sunglasses,Casual
29773,Shirts,Casual
48744,Bangle,Casual
17840,Sports Shoes,Sports
9463,Shirts,Formal
3159,Sports Shoes,Sports
49696,Ties,Formal
33646,Sandals,Casual
41266,Wallets,Casual
20251,Tshirts,Casual
14064,Tshirts,Casual
44714,Flip Flops,Casual
5433,Tshirts,Casual
52671,Watches,Casual
59299,Shirts,Casual
16733,Flip Flops,Casual
7364,Casual Shoes,Casual
47191,Formal Shoes,Formal
12393,Socks,Formal
13241,Jackets,Casual
7156,Shirts,Casual
8922,Belts,Casual
16501,Tshirts,Casual
50314,Ties,Formal
6084,Tshirts,Casual
19549,Sweatshirts,Casual
49239,Caps,Casual
13073,Casual Shoes,Casual
5601,Flip Flops,Casual
53591,Free Gifts,Casual
39972,Casual Shoes,Casual
15384,Flip Flops,Casual
41868,Sandals,Casual
36106,Wallets,Casual
23282,Watches,Casual
34235,Tshirts,Casual
7532,Tshirts,Sports
22350,Shirts,Casual
16165,Casual Shoes,Casual
2040,Tshirts,Casual
13417,Shirts,Casual
27622,Trousers,Casual
3192,Tshirts,Casual
11340,Jeans,Casual
36562,Tshirts,Casual
44142,Perfume and Body Mist,Casual
14632,Mufflers,Casual
11172,Sweaters,Casual
25347,Briefs,Casual
41602,Shirts,Casual
24295,Socks,Casual
50542,Briefs,Casual
17285,Tshirts,Casual
22162,Casual Shoes,Casual
16357,Shirts,Formal
46427,Watches,Casual
2272,Tshirts,Sports
42087,Sports Shoes,Sports
8748,Shirts,Casual
17043,Casual Shoes,Casual
23276,Watches,Casual
6414,Flip Flops,Casual
18837,Belts,Formal
51656,Watches,Casual
16191,Tshirts,Casual
30661,Sunglasses,Casual
43393,Wallets,Casual
26704,Sports Shoes,Sports
24053,Tshirts,Casual
10266,Casual Shoes,Casual
40516,Watches,Casual
15714,Sports Shoes,Sports
4343,Casual Shoes,Casual
5291,Formal Shoes,Formal
4171,Sports Shoes,Sports
45256,Watches,Casual
21713,Watches,Casual
6626,Sports Shoes,Sports
17271,Tshirts,Casual
22196,Casual Shoes,Casual
30453,Jeans,Casual
2286,Sweatshirts,Sports
42073,Wallets,Casual
31581,Tshirts,Casual
3354,Tshirts,Casual
26536,Casual Shoes,Casual
10430,Shirts,Casual
56225,Night suits,Casual
39388,Jeans,Casual
14090,Tshirts,Casual
37212,Shirts,Casual
4515,Sports Shoes,Sports
45632,Briefs,Casual
7390,Formal Shoes,Formal
47165,Belts,Casual
29926,Watches,Casual
3730,Tshirts,Sports
26152,Trousers,Formal
12367,Shirts,Formal
30037,Watches,Casual
12969,Sports Shoes,Sports
35777,Sports Shoes,Sports
17427,Watches,Casual
9804,Shirts,Formal
9038,Formal Shoes,Formal
54740,Casual Shoes,Casual
10602,Tshirts,Sports
40172,Sunglasses,Casual
32552,Casual Shoes,Casual
53565,Watches,Casual
39986,Casual Shoes,Casual
29774,Shirts,Casual
17847,Sports Shoes,Sports
9464,Shirts,Formal
48743,Bangle,Casual
12509,Casual Shoes,Casual
17249,Tshirts,Casual
29546,Tshirts,Casual
9656,Shirts,Casual
23840,Casual Shoes,Casual
43199,Watches,Casual
18201,Jackets,Casual
4975,Tshirts,Casual
24259,Casual Shoes,Casual
38606,Tshirts,Casual
10850,Tshirts,Casual
3708,Tshirts,Casual
18665,Casual Shoes,Casual
15946,Ties,Formal
1863,Tshirts,Casual
59255,Watches,Casual
20893,Casual Shoes,Casual
58989,Deodorant,Casual
38050,Watches,Casual
15348,Tshirts,Casual
12951,Shirts,Casual
6048,Shirts,Casual
13883,Shirts,Casual
18457,Perfume and Body Mist,Casual
9000,Casual Shoes,Casual
35589,Sandals,Casual
28004,Trunk,Casual
8314,Shirts,Casual
18691,Trunk,Casual
47995,Watches,Casual
38296,Wallets,Casual
39344,Tshirts,Casual
1897,Tshirts,Sports
36902,Watches,Casual
25529,Shirts,Casual
57935,Sandals,Casual
41850,Socks,Casual
16539,Shirts,Casual
13877,Shirts,Casual
8126,Belts,Casual
19571,Tshirts,Casual
12199,Tshirts,Casual
7952,Tshirts,Sports
11378,Shirts,Formal
45894,Free Gifts,Casual
2844,Tshirts,Casual
50748,Casual Shoes,Casual
28652,Sports Shoes,Sports
29780,Trousers,Casual
22368,Tshirts,Casual
3996,Flip Flops,Casual
19929,Accessory Gift Set,Formal
49665,Sunglasses,Casual
16961,Sunglasses,Casual
19115,Tshirts,Casual
23088,Trousers,Casual
34803,Belts,Casual
19327,Sweatshirts,Casual
10098,Watches,Casual
11976,Casual Shoes,Casual
36768,Watches,Formal
44348,Shirts,Casual
17420,Watches,Casual
13080,Casual Shoes,Casual
33487,Shirts,Casual
40175,Sunglasses,Casual
32555,Casual Shoes,Casual
39981,Casual Shoes,Casual
15377,Casual Shoes,Casual
10437,Shirts,Casual
32767,Shirts,Formal
56222,Night suits,Casual
37215,Shirts,Casual
14097,Tshirts,Casual
52682,Watches,Casual
15145,Shirts,Casual
45635,Briefs,Casual
7397,Formal Shoes,Formal
47162,Belts,Casual
6245,Tshirts,Casual
19788,Tshirts,Casual
12360,Shirts,Formal
26155,Trousers,Formal
42410,Briefs,Casual
29921,Watches,Casual
32303,Watches,Casual
5898,Casual Shoes,Casual
24266,Tshirts,Casual
38639,Tshirts,Casual
15521,Flip Flops,Casual
45251,Watches,Casual
17276,Tshirts,Casual
47506,Innerwear Vests,Casual
6621,Sports Shoes,Sports
22191,Casual Shoes,Casual
9669,Shirts,Casual
12704,Sports Shoes,Sports
26531,Casual Shoes,Casual
31586,Tshirts,Casual
3353,Tshirts,Casual
42074,Wallets,Casual
18830,Belts,Formal
23271,Watches,Casual
17044,Sandals,Casual
51651,Watches,Casual
16196,Jackets,Sports
43394,Wallets,Casual
17878,Innerwear Vests,Casual
30666,Sunglasses,Casual
3161,Sports Shoes,Sports
8589,Shirts,Casual
26703,Sports Shoes,Sports
1636,Sports Shoes,Sports
40511,Watches,Casual
10261,Trousers,Formal
24054,Tshirts,Casual
4344,Sports Shoes,Sports
15713,Sports Shoes,Sports
5296,Sandals,Casual
24868,Wallets,Casual
41605,Shirts,Casual
25340,Trunk,Casual
11175,Sweaters,Casual
24292,Socks,Casual
11949,Casual Shoes,Casual
5050,Casual Shoes,Casual
44377,Deodorant,Casual
50545,Briefs,Casual
17282,Tshirts,Casual
46420,Watches,Casual
16350,Shirts,Formal
22165,Casual Shoes,Casual
43152,Watches,Casual
2275,Tshirts,Sports
49468,Casual Shoes,Casual
42080,Wallets,Casual
22959,Sports Shoes,Sports
34232,Tshirts,Casual
23285,Watches,Casual
50777,Formal Shoes,Formal
16162,Sandals,Casual
22357,Shirts,Casual
7535,Tshirts,Sports
27625,Shorts,Casual
13410,Shirts,Casual
43360,Sports Shoes,Sports
2047,Tshirts,Sports
11347,Jeans,Casual
41437,Sports Shoes,Sports
10295,Casual Shoes,Casual
44979,Watches,Casual
14635,Mufflers,Casual
8925,Belts,Casual
16506,Jeans,Casual
22733,Casual Shoes,Casual
13848,Tshirts,Casual
28209,Sunglasses,Casual
50313,Ties,Formal
8119,Belts,Casual
13074,Casual Shoes,Casual
40181,Sunglasses,Casual
53596,Free Gifts,Casual
5606,Sandals,Casual
44521,Sandals,Casual
36101,Wallets,Casual
39975,Casual Shoes,Casual
33641,Flip Flops,Casual
41261,Wallets,Casual
25724,Belts,Casual
5434,Tshirts,Sports
44713,Flip Flops,Casual
14063,Tshirts,Casual
20256,Tshirts,Casual
36333,Socks,Casual
7363,Formal Shoes,Formal
16734,Flip Flops,Casual
47196,Sandals,Casual
12394,Socks,Formal
46878,Socks,Casual
28807,Shirts,Casual
13246,Jeans,Casual
3763,Tshirts,Casual
26101,Shirts,Formal
54521,Sports Shoes,Sports
9259,Shirts,Formal
30064,Watches,Casual
16794,Shirts,Casual
23473,Scarves,Casual
37241,Casual Shoes,Casual
5494,Tshirts,Casual
45661,Innerwear Vests,Casual
36393,Socks,Casual
4546,Sports Shoes,Sports
21324,Sunglasses,Casual
15111,Trousers,Formal
10463,Tshirts,Casual
25784,Suspenders,Formal
44581,Jeans,Casual
15323,Jackets,Casual
32501,Shirts,Casual
11783,Tshirts,Casual
3551,Casual Shoes,Casual
30256,Formal Shoes,Formal
51261,Belts,Formal
9857,Tshirts,Casual
6023,Tshirts,Casual
21572,Socks,Casual
15747,Sports Shoes,Sports
32959,Tshirts,Casual
52080,Tshirts,Casual
45037,Watches,Casual
53152,Shirts,Formal
14695,Trousers,Casual
10235,Watches,Casual
1662,Jackets,Sports
30632,Tshirts,Sports
18864,Sweatshirts,Casual
3307,Sports Shoes,Sports
42020,Casual Shoes,Casual
6675,Sports Shoes,Sports
17222,Sunglasses,Casual
32357,Watches,Casual
33285,Tshirts,Casual
40777,Flip Flops,Casual
21586,Jeans,Casual
52074,Tshirts,Casual
14661,Shirts,Casual
32191,Sports Shoes,Sports
57506,Sandals,Casual
8529,Sports Shoes,Sports
28639,Tshirts,Sports
7561,Tshirts,Sports
46646,Deodorant,Casual
13676,Sports Shoes,Sports
43106,Deodorant,Casual
26591,Flip Flops,Casual
22131,Formal Shoes,Formal
7753,Sports Shoes,Sports
46474,Watches,Casual
36703,Perfume and Body Mist,Casual
15581,Tshirts,Casual
20666,Tshirts,Casual
25314,Watches,Casual
40783,Flip Flops,Casual
5838,Tshirts,Casual
31142,Shirts,Formal
3797,Casual Shoes,Casual
28853,Tshirts,Casual
43562,Socks,Casual
30090,Watches,Casual
22555,Deodorant,Casual
23487,Scarves,Casual
58318,Socks,Sports
14037,Shirts,Casual
20202,Sweatshirts,Casual
44747,Casual Shoes,Casual
36367,Ties,Formal
25770,Suspenders,Formal
20030,Shirts,Casual
58916,Ties,Casual
11777,Tshirts,Casual
7939,Tshirts,Sports
2477,Sports Shoes,Sports
27215,Shorts,Casual
16552,Tshirts,Casual
8971,Sports Shoes,Sports
34602,Briefs,Casual
14498,Casual Shoes,Casual
10804,Flip Flops,Casual
32368,Watches,Casual
39780,Shirts,Casual
9602,Shirts,Casual
23814,Casual Shoes,Casual
3338,Tshirts,Sports
35971,Tshirts,Casual
19387,Sports Shoes,Sports
54946,Tshirts,Casual
23028,Shirts,Formal
51408,Shirts,Casual
7798,Tshirts,Casual
9430,Formal Shoes,Formal
17813,Casual Shoes,Casual
6478,Jackets,Casual
15778,Briefs,Casual
45008,Watches,Casual
8186,Shirts,Casual
30269,Sunglasses,Casual
48373,Shirts,Casual
18403,Casual Shoes,Casual
9868,Tshirts,Casual
28296,Sunglasses,Casual
5699,Casual Shoes,Casual
56847,Jeans,Casual
37870,Wallets,Casual
24669,Casual Shoes,Casual
56249,Night suits,Casual
15912,Shirts,Formal
31189,Wallets,Casual
18631,Tshirts,Casual
9266,Shirts,Casual
7906,Tshirts,Casual
19525,Sweaters,Casual
48387,Jeans,Casual
28262,Deodorant,Casual
20833,Formal Shoes,Formal
41038,Watches,Casual
14008,Tshirts,Casual
44778,Casual Shoes,Casual
36358,Ties,Formal
14834,Belts,Casual
39310,Casual Shoes,Casual
19717,Shirts,Casual
28050,Briefs,Casual
11922,Formal Shoes,Formal
58743,Tshirts,Casual
13649,Casual Shoes,Casual
34857,Casual Shoes,Casual
8724,Shirts,Casual
19141,Sandals,Casual
28606,Sports Shoes,Casual
34259,Tracksuits,Sports
16109,Sunglasses,Casual
5209,Tshirts,Casual
33840,Casual Shoes,Casual
58571,Shorts,Casual
39546,Flip Flops,Casual
44912,Track Pants,Casual
57539,Belts,Casual
44572,Sports Sandals,Casual
4787,Shorts,Sports
58911,Ties,Casual
11770,Tshirts,Casual
27212,Shirts,Casual
16555,Tshirts,Casual
8976,Sports Shoes,Sports
34605,Briefs,Casual
3790,Casual Shoes,Casual
30097,Watches,Casual
2642,Formal Shoes,Formal
28854,Tshirts,Casual
13215,Sports Shoes,Sports
7330,Sandals,Casual
31979,Sports Shoes,Sports
28068,Trunk,Casual
23480,Scarves,Casual
44740,Casual Shoes,Casual
5467,Sports Shoes,Sports
20205,Sweatshirts,Casual
36360,Ties,Formal
10490,Shirts,Casual
41232,Sports Shoes,Sports
25777,Suspenders,Formal
43101,Fragrance Gift Set,Casual
26596,Sports Shoes,Sports
50516,Trunk,Casual
6686,Tshirts,Casual
46473,Watches,Casual
7754,Casual Shoes,Casual
22136,Formal Shoes,Formal
16303,Shirts,Casual
15586,Sweatshirts,Casual
36704,Perfume and Body Mist,Casual
25313,Watches,Casual
40784,Flip Flops,Casual
52073,Tshirts,Casual
14666,Shirts,Casual
33878,Watches,Casual
44116,Perfume and Body Mist,Casual
5231,Tshirts,Casual
32196,Kurtas,Ethnic
57501,Sandals,Casual
2014,Tshirts,Sports
2828,Casual Shoes,Casual
7566,Tshirts,Sports
13685,Casual Shoes,Casual
26562,Casual Shoes,Casual
12757,Tshirts,Casual
3300,Sports Shoes,Sports
17225,Sunglasses,Casual
46487,Watches,Casual
51430,Shirts,Casual
4125,Tshirts,Sports
45202,Watches,Casual
20695,Casual Shoes,Casual
32350,Watches,Casual
45030,Watches,Casual
21575,Socks,Casual
30635,Tshirts,Casual
3132,Tshirts,Casual
18863,Sweatshirts,Casual
6440,Casual Shoes,Casual
7592,Sports Shoes,Sports
44586,Jeans,Casual
15324,Sweatshirts,Sports
24463,Casual Shoes,Casual
37848,Wallets,Casual
32506,Sandals,Casual
3556,Casual Shoes,Casual
6818,Flip Flops,Casual
30251,Flip Flops,Casual
22794,Tshirts,Casual
8982,Casual Shoes,Casual
51266,Belts,Casual
26106,Shirts,Formal
3764,Tshirts,Casual
30063,Watches,Casual
54526,Sports Shoes,Sports
18609,Tshirts,Casual
35511,Flip Flops,Casual
16793,Shirts,Casual
23474,Scarves,Casual
48945,Ring,Casual
6216,Tshirts,Casual
37246,Casual Shoes,Casual
5493,Tshirts,Casual
15116,Trousers,Formal
59239,Watches,Casual
21323,Sunglasses,Casual
36394,Socks,Casual
4541,Tshirts,Casual
10464,Tshirts,Casual
25783,Suspenders,Formal
27649,Tshirts,Casual
16932,Tshirts,Casual
19146,Sweatshirts,Casual
2817,Casual Shoes,Casual
7559,Tshirts,Sports
14659,Trousers,Casual
33847,Casual Shoes,Casual
44915,Tshirts,Casual
58744,Tshirts,Casual
39773,Shirts,Casual
11119,Shirts,Formal
5800,Tshirts,Casual
33249,Shirts,Formal
2219,Casual Shoes,Casual
34850,Sports Shoes,Sports
54189,Briefs,Casual
8723,Shirts,Casual
22109,Sports Shoes,Sports
5458,Track Pants,Sports
58320,Socks,Sports
14833,Belts,Casual
25748,Belts,Casual
49060,Casual Shoes,Casual
31946,Casual Shoes,Casual
28057,Briefs,Casual
34408,Tshirts,Casual
7901,Tshirts,Casual
19522,Sweaters,Casual
48380,Trousers,Casual
8949,Trousers,Formal
13824,Caps,Casual
28265,Deodorant,Casual
20008,Tshirts,Casual
15129,Trousers,Casual
45659,Innerwear Vests,Casual
15915,Shirts,Formal
26139,Trousers,Formal
51857,Shirts,Casual
9261,Shirts,Formal
54519,Casual Shoes,Casual
18636,Tshirts,Sports
6229,Tshirts,Casual
3569,Sandals,Casual
8181,Shirts,Casual
18404,Casual Shoes,Casual
48374,Shirts,Casual
9053,Sports Shoes,Sports
51259,Belts,Formal
29343,Tshirts,Casual
28291,Sunglasses,Casual
23679,Casual Shoes,Casual
38003,Watches,Casual
10669,Tshirts,Casual
32539,Perfume and Body Mist,Casual
17814,Casual Shoes,Casual
17028,Flip Flops,Casual
21778,Belts,Casual
10803,Shirts,Casual
53358,Belts,Casual
38655,Sports Shoes,Sports
23813,Flip Flops,Casual
9605,Shirts,Casual
19380,Boxers,Casual
33240,Shirts,Formal
41660,Shirts,Formal
11110,Shirts,Formal
25325,Watches,Casual
12795,Tshirts,Casual
2210,Tshirts,Sports
43137,Perfume and Body Mist,Casual
16335,Shirts,Formal
50520,Innerwear Vests,Casual
26792,Shirts,Formal
27640,Sports Shoes,Sports
22332,Tshirts,Casual
7550,Tshirts,Sports
19973,Caps,Casual
6482,Tshirts,Casual
34257,Tracksuits,Sports
50712,Trunk,Casual
28608,Sports Shoes,Sports
14650,Tshirts,Casual
15782,Briefs,Casual
33072,Tshirts,Casual
41452,Casual Shoes,Casual
30293,Tshirts,Casual
3594,Casual Shoes,Casual
7908,Tshirts,Casual
34633,Sports Shoes,Sports
50376,Casual Shoes,Casual
9892,Trousers,Formal
23684,Wallets,Casual
8940,Shirts,Casual
7134,Track Pants,Casual
36164,Tshirts,Casual
39910,Sports Shoes,Sports
20001,Tshirts,Casual
44544,Sandals,Casual
11746,Tshirts,Casual
25573,Sports Shoes,Sports
41036,Watches,Casual
36356,Ties,Formal
44776,Casual Shoes,Casual
5451,Shorts,Sports
58329,Flip Flops,Casual
14006,Tshirts,Sports
24693,Tshirts,Casual
2674,Tshirts,Casual
43553,Caps,Casual
13223,Shorts,Casual
19719,Shirts,Casual
34401,Tshirts,Casual
30267,Sunglasses,Casual
8188,Shirts,Casual
3560,Casual Shoes,Casual
6012,Shirts,Casual
9866,Tshirts,Casual
17445,Watches,Casual
23670,Tshirts,Casual
28298,Sunglasses,Casual
56849,Jeans,Casual
4745,Tshirts,Sports
